"","ensembl_gene_id","hgnc_symbol"
"740","ENSG00000143321","HDGF"
"741","ENSG00000143322","ABL2"
"742","ENSG00000143324","XPR1"
"743","ENSG00000143333","RGS16"
"744","ENSG00000143337","TOR1AIP1"
"745","ENSG00000143340","FAM163A"
"746","ENSG00000143341","HMCN1"
"747","ENSG00000143344","RGL1"
"748","ENSG00000143355","LHX9"
"749","ENSG00000143363","PRUNE1"
"750","ENSG00000143365","RORC"
"751","ENSG00000143367","TUFT1"
"752","ENSG00000143368","SF3B4"
"753","ENSG00000143369","ECM1"
"754","ENSG00000143373","ZNF687"
"755","ENSG00000143374","TARS2"
"756","ENSG00000143375","CGN"
"757","ENSG00000143376","SNX27"
"758","ENSG00000143379","SETDB1"
"759","ENSG00000143382","ADAMTSL4"
"760","ENSG00000143384","MCL1"
"761","ENSG00000143387","CTSK"
"762","ENSG00000143390","RFX5"
"763","ENSG00000143393","PI4KB"
"764","ENSG00000143398","PIP5K1A"
"765","ENSG00000143401","ANP32E"
"766","ENSG00000143409","MINDY1"
"767","ENSG00000143412","ANXA9"
"768","ENSG00000143416","SELENBP1"
"769","ENSG00000143418","CERS2"
"770","ENSG00000143420","ENSA"
"771","ENSG00000143434","SEMA6C"
"772","ENSG00000143436","MRPL9"
"773","ENSG00000143437","ARNT"
"774","ENSG00000143442","POGZ"
"775","ENSG00000143443","C1orf56"
"776","ENSG00000143450","OAZ3"
"777","ENSG00000143452","HORMAD1"
"778","ENSG00000143457","GOLPH3L"
"779","ENSG00000143458","GABPB2"
"780","ENSG00000143469","SYT14"
"781","ENSG00000143473","KCNH1"
"782","ENSG00000143479","DYRK3"
"783","ENSG00000143486","EIF2D"
"784","ENSG00000143493","INTS7"
"785","ENSG00000143515","ATP8B2"
"786","ENSG00000143520","FLG2"
"787","ENSG00000143536","CRNN"
"788","ENSG00000143537","ADAM15"
"789","ENSG00000143543","JTB"
"790","ENSG00000143545","RAB13"
"791","ENSG00000143546","S100A8"
"792","ENSG00000143549","TPM3"
"793","ENSG00000143552","NUP210L"
"794","ENSG00000143553","SNAPIN"
"795","ENSG00000143554","SLC27A3"
"796","ENSG00000143556","S100A7"
"797","ENSG00000143569","UBAP2L"
"798","ENSG00000143570","SLC39A1"
"799","ENSG00000143575","HAX1"
"800","ENSG00000143578","CREB3L4"
"801","ENSG00000143590","EFNA3"
"802","ENSG00000143595","AQP10"
"803","ENSG00000143603","KCNN3"
"804","ENSG00000143612","C1orf43"
"805","ENSG00000143614","GATAD2B"
"806","ENSG00000143621","ILF2"
"807","ENSG00000143622","RIT1"
"808","ENSG00000143624","INTS3"
"809","ENSG00000143627","PKLR"
"810","ENSG00000143630","HCN3"
"811","ENSG00000143631","FLG"
"812","ENSG00000143839","REN"
"813","ENSG00000143842","SOX13"
"814","ENSG00000143845","ETNK2"
"815","ENSG00000143847","PPFIA4"
"816","ENSG00000143850","PLEKHA6"
"817","ENSG00000143851","PTPN7"
"818","ENSG00000143858","SYT2"
"819","ENSG00000143862","ARL8A"
"820","ENSG00000146463","ZMYM4"
"821","ENSG00000149527","PLCH2"
"822","ENSG00000150337","FCGR1A"
"823","ENSG00000150681","RGS18"
"824","ENSG00000150732",""
"825","ENSG00000151414","NEK7"
"826","ENSG00000151418","ATP6V1G3"
"827","ENSG00000152061","RABGAP1L"
"828","ENSG00000152078","TLCD4"
"829","ENSG00000152092","ASTN1"
"830","ENSG00000152332","UHMK1"
"831","ENSG00000152382","TADA1"
"832","ENSG00000152760","DYNLT5"
"833","ENSG00000152763","DNAI4"
"834","ENSG00000153029","MR1"
"835","ENSG00000153363","LINC00467"
"836","ENSG00000153898","MCOLN2"
"837","ENSG00000153904","DDAH1"
"838","ENSG00000153923","CLCA3P"
"839","ENSG00000153936","HS2ST1"
"840","ENSG00000154007","ASB17"
"841","ENSG00000154027","AK5"
"842","ENSG00000154198","CYP4Z2P"
"843","ENSG00000154222","CC2D1B"
"844","ENSG00000154451","GBP5"
"845","ENSG00000154511","DIPK1A"
"846","ENSG00000155363","MOV10"
"847","ENSG00000155366","RHOC"
"848","ENSG00000155367","PPM1J"
"849","ENSG00000155380","SLC16A1"
"850","ENSG00000155761","SPAG17"
"851","ENSG00000156097","GPR61"
"852","ENSG00000156150","ALX3"
"853","ENSG00000156171","DRAM2"
"854","ENSG00000156869","FRRS1"
"855","ENSG00000156875","MFSD14A"
"856","ENSG00000156876","SASS6"
"857","ENSG00000157060","SHCBP1L"
"858","ENSG00000157064","NMNAT2"
"859","ENSG00000157077","ZFYVE9"
"860","ENSG00000157131","C8A"
"861","ENSG00000157181","ODR4"
"862","ENSG00000157184","CPT2"
"863","ENSG00000157191","NECAP2"
"864","ENSG00000157193","LRP8"
"865","ENSG00000157211","CDCP2"
"866","ENSG00000157216","SSBP3"
"867","ENSG00000157330","CFAP107"
"868","ENSG00000157870","PRXL2B"
"869","ENSG00000157873","TNFRSF14"
"870","ENSG00000157881","PANK4"
"871","ENSG00000157911","PEX10"
"872","ENSG00000157916","RER1"
"873","ENSG00000157933","SKI"
"874","ENSG00000157978","LDLRAP1"
"875","ENSG00000158006","PAFAH2"
"876","ENSG00000158008","EXTL1"
"877","ENSG00000158014","SLC30A2"
"878","ENSG00000158022","TRIM63"
"879","ENSG00000158055","GRHL3"
"880","ENSG00000158062","UBXN11"
"881","ENSG00000158109","TPRG1L"
"882","ENSG00000158156","XKR8"
"883","ENSG00000158161","EYA3"
"884","ENSG00000158195","WASF2"
"885","ENSG00000158246","TENT5B"
"886","ENSG00000158286","RNF207"
"887","ENSG00000158292","GPR153"
"888","ENSG00000158315","RHBDL2"
"889","ENSG00000158473","CD1D"
"890","ENSG00000158477","CD1A"
"891","ENSG00000158481","CD1C"
"892","ENSG00000158485","CD1B"
"893","ENSG00000158488","CD1E"
"894","ENSG00000158615","PPP1R15B"
"895","ENSG00000158710","TAGLN2"
"896","ENSG00000158711","ELK4"
"897","ENSG00000158714","SLAMF8"
"898","ENSG00000158715","SLC45A3"
"899","ENSG00000158716","DUSP23"
"900","ENSG00000158731","OR10J6P"
"901","ENSG00000158747","NBL1"
"902","ENSG00000158748","HTR6"
"903","ENSG00000158764","ITLN2"
"904","ENSG00000158769","F11R"
"905","ENSG00000158773","USF1"
"906","ENSG00000158786","PLA2G2F"
"907","ENSG00000158793","NIT1"
"908","ENSG00000158796","DEDD"
"909","ENSG00000158816","VWA5B1"
"910","ENSG00000158825","CDA"
"911","ENSG00000158828","PINK1"
"912","ENSG00000158850","B4GALT3"
"913","ENSG00000158859","ADAMTS4"
"914","ENSG00000158864","NDUFS2"
"915","ENSG00000158869","FCER1G"
"916","ENSG00000158874","APOA2"
"917","ENSG00000158882","TOMM40L"
"918","ENSG00000158887","MPZ"
"919","ENSG00000158966","CACHD1"
"920","ENSG00000159023","EPB41"
"921","ENSG00000159164","SV2A"
"922","ENSG00000159166","LAD1"
"923","ENSG00000159173","TNNI1"
"924","ENSG00000159176","CSRP1"
"925","ENSG00000159189","C1QC"
"926","ENSG00000159208","CIART"
"927","ENSG00000159214","CCDC24"
"928","ENSG00000159339","PADI4"
"929","ENSG00000159346","ADIPOR1"
"930","ENSG00000159348","CYB5R1"
"931","ENSG00000159352","PSMD4"
"932","ENSG00000159363","ATP13A2"
"933","ENSG00000159377","PSMB4"
"934","ENSG00000159388","BTG2"
"935","ENSG00000159409","CELF3"
"936","ENSG00000159423","ALDH4A1"
"937","ENSG00000159445","THEM4"
"938","ENSG00000159450","TCHH"
"939","ENSG00000159455","LCE2B"
"940","ENSG00000159479","MED8"
"941","ENSG00000159516","SPRR2G"
"942","ENSG00000159527","PGLYRP3"
"943","ENSG00000159588","CCDC17"
"944","ENSG00000159592","GPBP1L1"
"945","ENSG00000159596","TMEM69"
"946","ENSG00000159658","EFCAB14"
"947","ENSG00000160049","DFFA"
"948","ENSG00000160050","CCDC28B"
"949","ENSG00000160051","IQCC"
"950","ENSG00000160055","TMEM234"
"951","ENSG00000160058","BSDC1"
"952","ENSG00000160062","ZBTB8A"
"953","ENSG00000160072","ATAD3B"
"954","ENSG00000160075","SSU72"
"955","ENSG00000160087","UBE2J2"
"956","ENSG00000160094","ZNF362"
"957","ENSG00000160097","FNDC5"
"958","ENSG00000160678","S100A1"
"959","ENSG00000160679","CHTOP"
"960","ENSG00000160685","ZBTB7B"
"961","ENSG00000160688","FLAD1"
"962","ENSG00000160691","SHC1"
"963","ENSG00000160710","ADAR"
"964","ENSG00000160712","IL6R"
"965","ENSG00000160714","UBE2Q1"
"966","ENSG00000160716","CHRNB2"
"967","ENSG00000160741","CRTC2"
"968","ENSG00000160752","FDPS"
"969","ENSG00000160753","RUSC1"
"970","ENSG00000160766","GBA1LP"
"971","ENSG00000160767","ENTREP3"
"972","ENSG00000160781","PAQR6"
"973","ENSG00000160783","PMF1"
"974","ENSG00000160785","SLC25A44"
"975","ENSG00000160789","LMNA"
"976","ENSG00000160803","UBQLN4"
"977","ENSG00000160818","GPATCH4"
"978","ENSG00000160838","LRRC71"
"979","ENSG00000160856","FCRL3"
"980","ENSG00000162365","CYP4A22"
"981","ENSG00000162366","PDZK1IP1"
"982","ENSG00000162367","TAL1"
"983","ENSG00000162368","CMPK1"
"984","ENSG00000162373","BEND5"
"985","ENSG00000162374","ELAVL4"
"986","ENSG00000162377","COA7"
"987","ENSG00000162378","ZYG11B"
"988","ENSG00000162383","SLC1A7"
"989","ENSG00000162384","CZIB"
"990","ENSG00000162385","MAGOH"
"991","ENSG00000162390","ACOT11"
"992","ENSG00000162391","FAM151A"
"993","ENSG00000162396","PARS2"
"994","ENSG00000162398","CIMAP2"
"995","ENSG00000162399","BSND"
"996","ENSG00000162402","USP24"
"997","ENSG00000162407","PLPP3"
"998","ENSG00000162408","NOL9"
"999","ENSG00000162409","PRKAA2"
"1000","ENSG00000162413","KLHL21"
"1001","ENSG00000162415","ZSWIM5"
"1002","ENSG00000162419","GMEB1"
"1003","ENSG00000162426","SLC45A1"
"1004","ENSG00000162430","SELENON"
"1005","ENSG00000162433","AK4"
"1006","ENSG00000162434","JAK1"
"1007","ENSG00000162437","RAVER2"
"1008","ENSG00000162438","CTRC"
"1009","ENSG00000162441","LZIC"
"1010","ENSG00000162444","RBP7"
"1011","ENSG00000162456","KNCN"
"1012","ENSG00000162458","FBLIM1"
"1013","ENSG00000162460","TMEM82"
"1014","ENSG00000162461","SLC25A34"
"1015","ENSG00000162482","AKR7A3"
"1016","ENSG00000162490","DRAXIN"
"1017","ENSG00000162493","PDPN"
"1018","ENSG00000162494","LRRC38"
"1019","ENSG00000162496","DHRS3"
"1020","ENSG00000162510","MATN1"
"1021","ENSG00000162511","LAPTM5"
"1022","ENSG00000162512","SDC3"
"1023","ENSG00000162517","PEF1"
"1024","ENSG00000162520","SYNC"
"1025","ENSG00000162521","RBBP4"
"1026","ENSG00000162522","NHSL3"
"1027","ENSG00000162526","TSSK3"
"1028","ENSG00000162542","TMCO4"
"1029","ENSG00000162543","UBXN10"
"1030","ENSG00000162545","CAMK2N1"
"1031","ENSG00000162551","ALPL"
"1032","ENSG00000162552","WNT4"
"1033","ENSG00000162571","TTLL10"
"1034","ENSG00000162572","SCNN1D"
"1035","ENSG00000162576","MXRA8"
"1036","ENSG00000162585","FAAP20"
"1037","ENSG00000162591","MEGF6"
"1038","ENSG00000162592","CCDC27"
"1039","ENSG00000162594","IL23R"
"1040","ENSG00000162595","DIRAS3"
"1041","ENSG00000162598","C1orf87"
"1042","ENSG00000162599","NFIA"
"1043","ENSG00000162600","OMA1"
"1044","ENSG00000162601","MYSM1"
"1045","ENSG00000162604","TM2D1"
"1046","ENSG00000162607","USP1"
"1047","ENSG00000162613","FUBP1"
"1048","ENSG00000162614","NEXN"
"1049","ENSG00000162616","DNAJB4"
"1050","ENSG00000162618","ADGRL4"
"1051","ENSG00000162620","LRRIQ3"
"1052","ENSG00000162621","LRRC53"
"1053","ENSG00000162623","TYW3"
"1054","ENSG00000162624","LHX8"
"1055","ENSG00000162627","SNX7"
"1056","ENSG00000162630","B3GALT2"
"1057","ENSG00000162631","NTNG1"
"1058","ENSG00000162636","EEIG2"
"1059","ENSG00000162639","HENMT1"
"1060","ENSG00000162641","AKNAD1"
"1061","ENSG00000162642","C1orf52"
"1062","ENSG00000162643","DNAI3"
"1063","ENSG00000162645","GBP2"
"1064","ENSG00000162650","ATXN7L2"
"1065","ENSG00000162654","GBP4"
"1066","ENSG00000162664","ZNF326"
"1067","ENSG00000162669","HFM1"
"1068","ENSG00000162670","BRINP3"
"1069","ENSG00000162676","GFI1"
"1070","ENSG00000162687","KCNT2"
"1071","ENSG00000162688","AGL"
"1072","ENSG00000162692","VCAM1"
"1073","ENSG00000162694","EXTL2"
"1074","ENSG00000162695","SLC30A7"
"1075","ENSG00000162699","DNAJA1P5"
"1076","ENSG00000162702","ZNF281"
"1077","ENSG00000162704","ARPC5"
"1078","ENSG00000162706","CADM3"
"1079","ENSG00000162723","SLAMF9"
"1080","ENSG00000162728","KCNJ9"
"1081","ENSG00000162729","IGSF8"
"1082","ENSG00000162733","DDR2"
"1083","ENSG00000162734","PEA15"
"1084","ENSG00000162735","PEX19"
"1085","ENSG00000162736","NCSTN"
"1086","ENSG00000162738","VANGL2"
"1087","ENSG00000162739","SLAMF6"
"1088","ENSG00000162745","OLFML2B"
"1089","ENSG00000162746","FCRLB"
"1090","ENSG00000162747","FCGR3B"
"1091","ENSG00000162753","SLC9C2"
"1092","ENSG00000162755","KLHDC9"
"1093","ENSG00000162757","C1orf74"
"1094","ENSG00000162761","LMX1A"
"1095","ENSG00000162763","LRRC52"
"1096","ENSG00000162775","RBM15"
"1097","ENSG00000162777","DENND2D"
"1098","ENSG00000162779","AXDND1"
"1099","ENSG00000162782","TDRD5"
"1100","ENSG00000162783","IER5"
"1101","ENSG00000162825","NBPF20"
"1102","ENSG00000162836","ACP6"
"1103","ENSG00000162873","KLHDC8A"
"1104","ENSG00000162877","PM20D1"
"1105","ENSG00000162888","IKBKE-AS1"
"1106","ENSG00000162889","MAPKAPK2"
"1107","ENSG00000162891","IL20"
"1108","ENSG00000162892","IL24"
"1109","ENSG00000162894","FCMR"
"1110","ENSG00000162896","PIGR"
"1111","ENSG00000162897","FCAMR"
"1112","ENSG00000163125","RPRD2"
"1113","ENSG00000163131","CTSS"
"1114","ENSG00000163141","BNIPL"
"1115","ENSG00000163154","TNFAIP8L2"
"1116","ENSG00000163155","LYSMD1"
"1117","ENSG00000163156","SCNM1"
"1118","ENSG00000163157","TMOD4"
"1119","ENSG00000163159","VPS72"
"1120","ENSG00000163191","S100A11"
"1121","ENSG00000163202","LCE3D"
"1122","ENSG00000163206","SMCP"
"1123","ENSG00000163207","IVL"
"1124","ENSG00000163209","SPRR3"
"1125","ENSG00000163216","SPRR2D"
"1126","ENSG00000163218","PGLYRP4"
"1127","ENSG00000163220","S100A9"
"1128","ENSG00000163221","S100A12"
"1129","ENSG00000163239","TDRD10"
"1130","ENSG00000163263","CFAP141"
"1131","ENSG00000163344","PMVK"
"1132","ENSG00000163346","PBXIP1"
"1133","ENSG00000163348","PYGO2"
"1134","ENSG00000163349","HIPK1"
"1135","ENSG00000163352","LENEP"
"1136","ENSG00000163354","DCST2"
"1137","ENSG00000163357","DCST1"
"1138","ENSG00000163362","INAVA"
"1139","ENSG00000163374","YY1AP1"
"1140","ENSG00000163382","NAXE"
"1141","ENSG00000163393","SLC22A15"
"1142","ENSG00000163395","IGFN1"
"1143","ENSG00000163399","ATP1A1"
"1144","ENSG00000163431","LMOD1"
"1145","ENSG00000163435","ELF3"
"1146","ENSG00000163444","TMEM183A"
"1147","ENSG00000163462","TRIM46"
"1148","ENSG00000163463","KRTCAP2"
"1149","ENSG00000163467","TSACC"
"1150","ENSG00000163468","CCT3"
"1151","ENSG00000163472","TMEM79"
"1152","ENSG00000163479","SSR2"
"1153","ENSG00000163485","ADORA1"
"1154","ENSG00000163518","FCRL4"
"1155","ENSG00000163531","NFASC"
"1156","ENSG00000163534","FCRL1"
"1157","ENSG00000163545","NUAK2"
"1158","ENSG00000163554","SPTA1"
"1159","ENSG00000163563","MNDA"
"1160","ENSG00000163564","PYHIN1"
"1161","ENSG00000163565","IFI16"
"1162","ENSG00000163568","AIM2"
"1163","ENSG00000163866","SMIM12"
"1164","ENSG00000163867","ZMYM6"
"1165","ENSG00000163873","GRIK3"
"1166","ENSG00000163874","ZC3H12A"
"1167","ENSG00000163875","MEAF6"
"1168","ENSG00000163877","SNIP1"
"1169","ENSG00000163879","DNALI1"
"1170","ENSG00000163909","HEYL"
"1171","ENSG00000164002","EXO5"
"1172","ENSG00000164007","CLDN19"
"1173","ENSG00000164008","C1orf50"
"1174","ENSG00000164010","ERMAP"
"1175","ENSG00000164011","ZNF691"
"1176","ENSG00000168389","MFSD2A"
"1177","ENSG00000168509","HJV"
"1178","ENSG00000168528","SERINC2"
"1179","ENSG00000168653","NDUFS5"
"1180","ENSG00000168679","SLC16A4"
"1181","ENSG00000168710","AHCYL1"
"1182","ENSG00000168765","GSTM4"
"1183","ENSG00000169174","PCSK9"
"1184","ENSG00000169213","RAB3B"
"1185","ENSG00000169218","RSPO1"
"1186","ENSG00000169231","THBS3"
"1187","ENSG00000169241","SLC50A1"
"1188","ENSG00000169242","EFNA1"
"1189","ENSG00000169291","SHE"
"1190","ENSG00000169403","PTAFR"
"1191","ENSG00000169418","NPR1"
"1192","ENSG00000169442","CD52"
"1193","ENSG00000169469","SPRR1B"
"1194","ENSG00000169474","SPRR1A"
"1195","ENSG00000169504","CLIC4"
"1196","ENSG00000169509","CRCT1"
"1197","ENSG00000169598","DFFB"
"1198","ENSG00000169641","LUZP1"
"1199","ENSG00000169717","ACTRT2"
"1200","ENSG00000169885","CALML6"
"1201","ENSG00000169905","TOR1AIP2"
"1202","ENSG00000169914","OTUD3"
"1203","ENSG00000169962","TAS1R3"
"1204","ENSG00000169972","PUSL1"
"1205","ENSG00000169991","IFFO2"
"1206","ENSG00000170075","GPR37L1"
"1207","ENSG00000170128","GPR25"
"1208","ENSG00000170382","LRRN2"
"1209","ENSG00000170385","SLC30A1"
"1210","ENSG00000170498","KISS1"
"1211","ENSG00000170989","S1PR1"
"1212","ENSG00000171357","LURAP1"
"1213","ENSG00000171385","KCND3"
"1214","ENSG00000171488","LRRC8C"
"1215","ENSG00000171492","LRRC8D"
"1216","ENSG00000171502","COL24A1"
"1217","ENSG00000171517","LPAR3"
"1218","ENSG00000171603","CLSTN1"
"1219","ENSG00000171608","PIK3CD"
"1220","ENSG00000171612","SLC25A33"
"1221","ENSG00000171621","SPSB1"
"1222","ENSG00000171680","PLEKHG5"
"1223","ENSG00000171722","SPATA46"
"1224","ENSG00000171729","TMEM51"
"1225","ENSG00000171735","CAMTA1"
"1226","ENSG00000171786","NHLH1"
"1227","ENSG00000171790","SLFNL1"
"1228","ENSG00000171793","CTPS1"
"1229","ENSG00000171806","METTL18"
"1230","ENSG00000171812","COL8A2"
"1231","ENSG00000171819","ANGPTL7"
"1232","ENSG00000171824","EXOSC10"
"1233","ENSG00000171872","KLF17"
"1234","ENSG00000171943","SRGAP2C"
"1235","ENSG00000171960","PPIH"
"1236","ENSG00000172031","EPHX4"
"1237","ENSG00000172155","LCE1D"
"1238","ENSG00000172260","NEGR1"
"1239","ENSG00000172339","ALG14"
"1240","ENSG00000172380","GNG12"
"1241","ENSG00000172410","INSL5"
"1242","ENSG00000172456","FGGY"
"1243","ENSG00000172746","RPL12P13"
"1244","ENSG00000173080","RXFP4"
"1245","ENSG00000173110","HSPA6"
"1246","ENSG00000173171","MTX1"
"1247","ENSG00000173207","CKS1B"
"1248","ENSG00000173212","MAB21L3"
"1249","ENSG00000173218","VANGL1"
"1250","ENSG00000173285","OR10K1"
"1251","ENSG00000173369","C1QB"
"1252","ENSG00000173372","C1QA"
"1253","ENSG00000173406","DAB1"
"1254","ENSG00000173436","MICOS10"
"1255","ENSG00000173614","NMNAT1"
"1256","ENSG00000173627","APOBEC4"
"1257","ENSG00000173641","HSPB7"
"1258","ENSG00000173660","UQCRH"
"1259","ENSG00000173662","TAS1R1"
"1260","ENSG00000173673","HES3"
"1261","ENSG00000173810","PPIAP7"
"1262","ENSG00000173846","PLK3"
"1263","ENSG00000173947","CIMAP3"
"1264","ENSG00000174021","GNG5"
"1265","ENSG00000174059","CD34"
"1266","ENSG00000174151","CYB561D1"
"1267","ENSG00000174175","SELP"
"1268","ENSG00000174307","PHLDA3"
"1269","ENSG00000174332","GLIS1"
"1270","ENSG00000174348","PODN"
"1271","ENSG00000174502","SLC26A9"
"1272","ENSG00000174514","MFSD4A"
"1273","ENSG00000174529","TMEM81"
"1274","ENSG00000174567","GOLT1A"
"1275","ENSG00000174574","AKIRIN1"
"1276","ENSG00000174827","PDZK1"
"1277","ENSG00000174842","GLMN"
"1278","ENSG00000174876","AMY1B"
"1279","ENSG00000174950","CD164L2"
"1280","ENSG00000175087","PDIK1L"
"1281","ENSG00000175130","MARCKSL1"
"1282","ENSG00000175147","TMEM51-AS1"
"1283","ENSG00000175206","NPPA"
"1284","ENSG00000175262","C1orf127"
"1285","ENSG00000175279","CENPS"
"1286","ENSG00000175658","DRD5P2"
"1287","ENSG00000175707","KDF1"
"1288","ENSG00000175756","AURKAIP1"
"1289","ENSG00000175793","SFN"
"1290","ENSG00000175984","DENND2C"
"1291","ENSG00000176022","B3GALT6"
"1292","ENSG00000176083","ZNF683"
"1293","ENSG00000176092","CRYBG2"
"1294","ENSG00000176256","HMGB4"
"1295","ENSG00000176261","ZBTB8OS"
"1296","ENSG00000176320",""
"1297","ENSG00000176378","PFN1P10"
"1298","ENSG00000176393","RNPEP"
"1299","ENSG00000176444","CLK2"
"1300","ENSG00000176754","LINC00303"
"1301","ENSG00000176855","KRT18P28"
"1302","ENSG00000177000","MTHFR"
"1303","ENSG00000177133","PRDM16-DT"
"1304","ENSG00000177144","NUDT4B"
"1305","ENSG00000177173","NAP1L4P1"
"1306","ENSG00000177181","RIMKLA"
"1307","ENSG00000177272","KCNA3"
"1308","ENSG00000177301","KCNA2"
"1309","ENSG00000177414","UBE2U"
"1310","ENSG00000177452",""
"1311","ENSG00000177551","NHLH2"
"1312","ENSG00000177553","C1orf167-AS1"
"1313","ENSG00000177606","JUN"
"1314","ENSG00000177628","GBA1"
"1315","ENSG00000177674","AGTRAP"
"1316","ENSG00000177757","FAM87B"
"1317","ENSG00000177807","KCNJ10"
"1318","ENSG00000177868","SVBP"
"1319","ENSG00000177888","ZBTB41"
"1320","ENSG00000177954","RPS27"
"1321","ENSG00000178028","DMAP1"
"1322","ENSG00000178096","BOLA1"
"1323","ENSG00000178104","PDE4DIP"
"1324","ENSG00000178585","CTNNBIP1"
"1325","ENSG00000178596","GAPDHP29"
"1326","ENSG00000178715",""
"1327","ENSG00000178796","RIIAD1"
"1328","ENSG00000178821","TMEM52"
"1329","ENSG00000178828","RNF186"
"1330","ENSG00000178922","HYI"
"1331","ENSG00000178965","ERICH3"
"1332","ENSG00000179002","TAS1R2"
"1333","ENSG00000179023","KLHDC7A"
"1334","ENSG00000179051","RCC2"
"1335","ENSG00000179085","DPM3"
"1336","ENSG00000179163","FUCA1"
"1337","ENSG00000179172","HNRNPCL1"
"1338","ENSG00000179178","TMEM125"
"1339","ENSG00000179403","VWA1"
"1340","ENSG00000179412","HNRNPCL4"
"1341","ENSG00000179452","LINC01699"
"1342","ENSG00000179546","HTR1D"
"1343","ENSG00000179571","NBPF17P"
